 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB100205490   14.848 1.3647e-06    2.9102e-08    7.9492e-07          1.4165e-08 
 GRB170711713    1.152 5.6000e-07    2.2029e-08    3.0846e-07          1.4168e-08 
 GRB100204024   49.665 9.3529e-06    2.5469e-08    5.8971e-06          1.4183e-08 
 GRB230305052   34.816 2.5590e-06    2.5940e-08    1.1217e-06          1.4217e-08 
 GRB160407673    7.104 3.2957e-06    2.7399e-08    2.0951e-06          1.4217e-08 
 GRB120504468   41.985 3.3628e-06    2.6299e-08    1.6565e-06          1.4220e-08 
 GRB241030774    6.848 2.5116e-06    2.7225e-08    1.5105e-06          1.4264e-08 
 GRB190831332   40.961 3.6175e-06    2.5963e-08    2.1253e-06          1.4269e-08 
 GRB090513941   11.776 1.0415e-06    3.0052e-08    4.8279e-07          1.4282e-08 
 GRB200924386    2.816 6.3666e-07    2.7310e-08    3.6240e-07          1.4297e-08 
 GRB171025213    6.400 3.1286e-07    2.6294e-08    1.7410e-07          1.4297e-08 
 GRB200205845   17.408 6.3807e-07    2.6393e-08    3.3169e-07          1.4303e-08 
 GRB110806934   28.416 7.1898e-06    2.8168e-08    3.8041e-06          1.4305e-08 
 GRB210421455   11.008 9.7389e-07    2.6545e-08    5.5774e-07          1.4313e-08 
 GRB170928607    9.216 1.2673e-06    2.5991e-08    7.1792e-07          1.4352e-08 
 GRB220421346    6.429 6.6973e-06    2.8049e-08    4.5207e-06          1.4363e-08 
 GRB230409033    7.104 3.6168e-06    2.5064e-08    2.2798e-06          1.4375e-08 
 GRB230529330   36.608 2.0628e-06    2.5536e-08    1.0597e-06          1.4382e-08 
 GRB120411925   38.912 1.4643e-06    2.7543e-08    7.2621e-07          1.4385e-08 
 GRB220713691   10.749 1.3088e-06    2.6251e-08    7.5691e-07          1.4387e-08 
 GRB110101202    3.584 2.4986e-07    2.8186e-08    1.4503e-07          1.4398e-08 
 GRB240821721   67.329 6.4771e-06    2.5209e-08    2.9289e-06          1.4402e-08 
 GRB230523474   18.368 4.5727e-06    2.6398e-08    1.7983e-06          1.4414e-08 
 GRB180905400    7.168 8.2933e-07    3.0540e-08    4.4908e-07          1.4418e-08 
 GRB240619466   20.992 8.2726e-07    2.3450e-08    4.6383e-07          1.4420e-08 
 GRB240428627   10.240 1.6098e-06    2.5129e-08    7.1019e-07          1.4430e-08 
 GRB150131335    8.192 1.4525e-06    2.7352e-08    8.5831e-07          1.4437e-08 
 GRB130708488   14.077 2.5305e-06    2.6993e-08    1.4472e-06          1.4439e-08 
 GRB170402961   22.528 2.1689e-06    2.6988e-08    1.2711e-06          1.4448e-08 
 GRB180730018    0.256 1.2283e-07    2.4928e-08    9.1714e-08          1.4455e-08 
 GRB120504945    5.760 1.6674e-06    2.7126e-08    8.0558e-07          1.4458e-08 
 GRB100210101   29.184 2.1066e-06    2.9941e-08    1.2110e-06          1.4460e-08 
 GRB220907587    8.704 7.0445e-07    2.2290e-08    4.4636e-07          1.4478e-08 
 GRB230215612   55.808 1.1209e-06    2.7521e-08    5.7917e-07          1.4483e-08 
 GRB131119781   34.816 1.8487e-06    2.4469e-08    1.1114e-06          1.4491e-08 
 GRB150723608   33.024 2.4539e-06    2.8152e-08    1.2719e-06          1.4496e-08 
 GRB150717795    9.984 1.2374e-06    2.6124e-08    7.0949e-07          1.4503e-08 
 GRB111008992   42.496 3.0342e-06    2.6634e-08    1.6536e-06          1.4513e-08 
 GRB181125092    9.216 5.7191e-07    2.6811e-08    3.4397e-07          1.4538e-08 
 GRB130626596   28.160 4.8195e-06    3.2728e-08    2.7086e-06          1.4546e-08 
 GRB220905433  144.640 2.1458e-06    2.6168e-08    1.2081e-06          1.4557e-08 
 GRB240523401    8.704 9.7147e-07    2.8814e-08    5.0444e-07          1.4558e-08 
 GRB161009651   92.160 6.0674e-06    3.2843e-08    2.9666e-06          1.4558e-08 
 GRB151120349   28.416 9.6457e-06    2.5431e-08    5.1242e-06          1.4563e-08 
 GRB120817057   36.864 1.0398e-06    2.9563e-08    5.7083e-07          1.4570e-08 
 GRB221025040    0.448 1.6136e-06    2.3859e-08    3.3335e-07          1.4576e-08 
 GRB240106265   33.024 3.2986e-06    2.9847e-08    1.8414e-06          1.4582e-08 
 GRB110401920    2.368 1.5720e-06    6.4267e-08    4.6148e-07          1.4584e-08 
 GRB170912273   13.568 3.8202e-06    2.8362e-08    1.8987e-06          1.4588e-08 
 GRB180524416   13.312 6.1920e-07    2.7334e-08    3.5260e-07          1.4590e-08 
 GRB130528503   66.304 3.3348e-06    2.4985e-08    1.8833e-06          1.4592e-08 
 GRB081226044    0.832 4.3030e-07    2.3188e-08    2.0741e-07          1.4618e-08 
 GRB150827785   10.496 1.6786e-06    3.2794e-08    1.0479e-06          1.4635e-08 
 GRB220921473   44.288 2.3189e-06    2.6277e-08    1.2079e-06          1.4637e-08 
 GRB231129799    5.824 7.8699e-05    2.8318e-08    5.1978e-05          1.4640e-08 
 GRB150322066   15.613 3.6315e-06    2.8627e-08    1.8695e-06          1.4641e-08 
 GRB160218711   20.224 1.2715e-06    2.5985e-08    6.9604e-07          1.4652e-08 
 GRB080719529   16.128 7.7533e-07    2.9274e-08    3.8766e-07          1.4661e-08 
 GRB181127274   12.288 8.6200e-07    2.5579e-08    4.3756e-07          1.4671e-08 
 GRB240801138   29.697 8.5870e-06    2.6676e-08    5.5140e-06          1.4673e-08 
 GRB110112934    2.304 4.0534e-07    2.7170e-08    1.8414e-07          1.4694e-08 
 GRB190517813    4.861 4.8940e-06    2.5913e-08    3.3490e-06          1.4696e-08 
 GRB120203812   10.240 1.1004e-06    2.8915e-08    6.2592e-07          1.4697e-08 
 GRB230812395   25.600 2.3004e-06    2.6662e-08    1.3332e-06          1.4708e-08 
 GRB221201517   28.929 1.8118e-05    2.7126e-08    1.0941e-05          1.4738e-08 
 GRB240422112   28.160 8.4572e-07    2.8375e-08    4.6203e-07          1.4739e-08 
 GRB140219319    6.080 2.6949e-06    2.7003e-08    1.6122e-06          1.4741e-08 
 GRB170730133    6.656 2.4063e-06    2.7336e-08    1.3024e-06          1.4741e-08 
 GRB131126163    0.128 1.7045e-06    2.8336e-08    5.4712e-07          1.4743e-08 
 GRB131123543    3.136 4.0835e-07    2.7357e-08    2.4263e-07          1.4745e-08 
 GRB100204858    1.920 3.1472e-07    2.6296e-08    1.7146e-07          1.4750e-08 
 GRB190712095    6.400 1.1094e-06    2.5213e-08    4.2969e-07          1.4758e-08 
 GRB210309999    0.512 2.7439e-07    2.6501e-08    1.7130e-07          1.4776e-08 
 GRB171230119    1.280 2.7100e-07    2.8749e-08    1.1691e-07          1.4780e-08 
 GRB141105406    1.280 8.8289e-07    2.6964e-08    4.4146e-07          1.4806e-08 
 GRB210926869    6.912 1.3784e-06    2.8569e-08    7.1778e-07          1.4810e-08 
 GRB120820585  107.522 6.9808e-06    2.9282e-08    3.8525e-06          1.4819e-08 
 GRB240720017    1.792 2.3882e-06    3.2294e-08    9.0799e-07          1.4822e-08 
 GRB210326057    0.576 1.5879e-07    2.6594e-08    1.0987e-07          1.4846e-08 
 GRB241024647    3.520 2.3804e-07    2.5527e-08    1.2349e-07          1.4848e-08 
 GRB211212532   21.504 3.1028e-06    2.8906e-08    1.7027e-06          1.4853e-08 
 GRB121125469   12.864 8.5676e-07    2.6509e-08    4.7954e-07          1.4855e-08 
 GRB240710643    8.448 1.0126e-05    2.7010e-08    6.5711e-06          1.4864e-08 
 GRB161012637    6.400 6.1394e-07    2.5983e-08    3.6658e-07          1.4882e-08 
 GRB090904581   38.401 1.6367e-06    2.8261e-08    8.6934e-07          1.4883e-08 
 GRB170616047    9.216 8.4181e-07    2.9853e-08    4.1681e-07          1.4892e-08 
 GRB220612013   15.872 2.3420e-06    2.8716e-08    1.2970e-06          1.4903e-08 
 GRB150226223    1.408 1.7464e-06    2.6203e-08    6.1772e-07          1.4912e-08 
 GRB220115943   36.608 3.2811e-06    3.1050e-08    1.9466e-06          1.4932e-08 
 GRB220704575   22.016 1.6383e-06    3.4092e-08    9.6448e-07          1.4939e-08 
 GRB220316476   48.129 6.4669e-06    2.6915e-08    2.6063e-06          1.4940e-08 
 GRB100915243    7.936 4.7526e-07    2.7978e-08    2.4838e-07          1.4941e-08 
 GRB080804456  521.862 7.0091e-06    2.9573e-08    3.5639e-06          1.4954e-08 
 GRB220211047    0.448 1.5550e-07    2.8082e-08    9.2921e-08          1.4971e-08 
 GRB170801690   10.240 7.5594e-07    2.6713e-08    4.4063e-07          1.4975e-08 
 GRB150412931    0.640 4.1528e-07    2.9661e-08    2.2403e-07          1.4979e-08 
 GRB140714268  132.098 1.8523e-05    3.1383e-08    1.0888e-05          1.4989e-08 
 GRB210201567   39.680 2.9938e-06    3.0965e-08    1.6608e-06          1.4991e-08 
 GRB140322424   10.496 2.0052e-06    2.7716e-08    8.4306e-07          1.4992e-08 
 GRB220622394    0.512 1.5432e-07    3.0455e-08    8.6071e-08          1.5008e-08 
 GRB170816599    1.600 3.5294e-06    2.6028e-08    8.3975e-07          1.5014e-08 
 GRB100621452  122.626 7.6206e-06    2.8290e-08    4.4558e-06          1.5030e-08 
 GRB080815917    0.832 4.6871e-07    2.7347e-08    2.7809e-07          1.5037e-08 
 GRB100825287    3.328 1.3783e-06    2.9711e-08    5.8102e-07          1.5045e-08 
 GRB220903511    7.424 8.9212e-06    2.7461e-08    3.0297e-06          1.5050e-08 
 GRB230227432   15.360 2.1692e-06    4.9867e-08    7.2171e-07          1.5058e-08 
 GRB210925056    4.544 5.7858e-06    3.1157e-08    3.7619e-06          1.5066e-08 
 GRB190220844  108.544 6.2547e-06    2.7117e-08    3.2528e-06          1.5071e-08 
 GRB240205926   47.105 4.9464e-05    3.0197e-08    2.0751e-05          1.5079e-08 
 GRB110331604    3.200 2.6414e-07    2.7873e-08    1.3991e-07          1.5080e-08 
 GRB170111760    0.832 2.6165e-07    2.4975e-08    1.5944e-07          1.5088e-08 
 GRB220115709   25.345 2.8011e-06    2.7699e-08    1.6094e-06          1.5088e-08 
 GRB181231359    3.072 4.1336e-07    2.9941e-08    2.2589e-07          1.5119e-08 
 GRB161218222    0.320 7.2576e-07    2.5648e-08    4.3456e-07          1.5129e-08 
 GRB131125689    3.008 4.5236e-07    2.9447e-08    1.7487e-07          1.5133e-08 
 GRB200507662   55.297 1.2297e-05    2.7592e-08    6.0137e-06          1.5134e-08 
 GRB181122381   73.728 5.4837e-06    2.7218e-08    2.8363e-06          1.5138e-08 
 GRB090926914   64.001 1.0534e-05    2.7681e-08    6.6166e-06          1.5144e-08 
 GRB200307894    1.664 1.6066e-07    2.2372e-08    1.1354e-07          1.5151e-08 
 GRB181022846   13.824 7.6459e-07    3.3022e-08    3.9067e-07          1.5157e-08 
 GRB240513682    0.576 1.2880e-07    2.7786e-08    6.9582e-08          1.5162e-08 
 GRB150613420   27.392 2.6097e-06    2.8538e-08    1.3640e-06          1.5170e-08 
 GRB190623461    9.728 2.3770e-06    2.7775e-08    1.2446e-06          1.5170e-08 
 GRB141208038   14.336 1.7739e-06    3.0921e-08    9.7759e-07          1.5173e-08 
 GRB200325620   36.609 9.5436e-06    2.9661e-08    5.1125e-06          1.5173e-08 
 GRB170308221   11.520 1.8993e-05    2.7292e-08    1.0726e-05          1.5176e-08 
 GRB181216551   43.520 1.6438e-06    2.6897e-08    1.0273e-06          1.5177e-08 
 GRB180728575    6.144 1.3343e-06    2.8224e-08    6.5131e-07          1.5180e-08 
 GRB100401297   92.416 1.9010e-06    2.7564e-08    9.6405e-07          1.5181e-08 
 GRB150501017    9.728 1.4610e-06    2.8210e-08    8.7111e-07          1.5191e-08 
 GRB191031780   77.825 1.1060e-05    2.8723e-08    6.5675e-06          1.5194e-08 
 GRB170803172    6.656 3.3561e-07    3.3009e-08    1.5173e-07          1.5194e-08 
 GRB150831930   13.760 2.7153e-06    3.4493e-08    1.4342e-06          1.5197e-08 
 GRB170212034   15.872 1.2031e-06    2.7749e-08    5.4820e-07          1.5199e-08 
 GRB081028538   13.312 2.2658e-06    2.5879e-08    1.2804e-06          1.5205e-08 
 GRB141118678    4.352 3.2983e-06    2.8093e-08    1.7104e-06          1.5209e-08 
 GRB201016019    2.944 9.2778e-05    2.7843e-08    6.0316e-05          1.5212e-08 
 GRB240303837    3.968 2.6227e-06    2.8101e-08    1.5792e-06          1.5225e-08 
 GRB081229675    0.032 8.6533e-08    2.7318e-08    6.9932e-08          1.5229e-08 
 GRB180402406    0.448 1.3125e-06    2.7751e-08    3.9962e-07          1.5230e-08 
 GRB140818781   20.992 8.4905e-07    2.8227e-08    4.7232e-07          1.5244e-08 
 GRB210519277   25.024 3.8125e-06    3.0918e-08    2.1705e-06          1.5248e-08 
 GRB220222098    9.152 5.0682e-06    2.8516e-08    2.9456e-06          1.5252e-08 
 GRB210719164   40.704 1.7769e-06    2.9724e-08    9.1073e-07          1.5272e-08 
 GRB201019069   16.896 9.6602e-06    2.8279e-08    5.6055e-06          1.5273e-08 
 GRB161013948   34.816 1.1549e-06    2.7870e-08    6.0717e-07          1.5279e-08 
 GRB110720177   11.200 5.6281e-06    2.7974e-08    3.2656e-06          1.5286e-08 
 GRB240718270   58.625 5.5816e-05    2.5700e-08    1.6962e-05          1.5295e-08 
 GRB130907760    3.136 2.6084e-07    2.8261e-08    1.4311e-07          1.5315e-08 
 GRB161201342   12.800 1.7666e-06    2.7947e-08    9.8601e-07          1.5316e-08 
 GRB220909286   14.592 1.5274e-06    2.8054e-08    9.5460e-07          1.5318e-08 
 GRB120312671   13.312 8.2941e-07    2.7177e-08    4.7494e-07          1.5322e-08 
 GRB190319375   21.760 9.8107e-06    2.9324e-08    4.4994e-06          1.5323e-08 
 GRB200622092   32.001 1.7817e-05    2.6789e-08    1.0523e-05          1.5326e-08 
 GRB190331093    4.800 1.0609e-06    3.1092e-08    5.9268e-07          1.5329e-08 
 GRB120831901    0.384 2.5147e-07    2.9489e-08    1.2439e-07          1.5357e-08 
 GRB230911329   45.569 1.1262e-04    2.9386e-08    5.2633e-05          1.5364e-08 
 GRB220516525   17.408 2.1408e-06    2.7754e-08    8.7953e-07          1.5365e-08 
 GRB150923995   17.152 8.3327e-07    2.9234e-08    4.5903e-07          1.5368e-08 
 GRB161227498    2.560 1.0216e-06    2.5799e-08    6.4690e-07          1.5377e-08 
 GRB120603439    0.384 6.7886e-07    2.6900e-08    3.0536e-07          1.5388e-08 
 GRB171102107   48.385 2.9167e-05    2.6299e-08    1.7771e-05          1.5398e-08 
 GRB180211754   20.480 1.0560e-06    2.6302e-08    5.8608e-07          1.5400e-08 
 GRB181208188   62.465 8.1001e-06    3.8653e-08    4.3271e-06          1.5400e-08 
 GRB160308709   88.064 8.2016e-07    2.8393e-08    4.4461e-07          1.5405e-08 
 GRB230116374    0.064 2.9539e-06    2.8177e-08    7.8343e-07          1.5409e-08 
 GRB240504217   18.944 1.9125e-05    3.0179e-08    8.6178e-06          1.5409e-08 
 GRB210615892    6.400 1.8292e-06    2.9021e-08    9.3224e-07          1.5412e-08 
 GRB081009690   34.560 7.9993e-06    3.1109e-08    4.2844e-06          1.5419e-08 
 GRB230911686   16.384 1.0120e-06    3.1883e-08    5.2992e-07          1.5423e-08 
 GRB220714582   28.160 7.0896e-06    2.8147e-08    3.5230e-06          1.5425e-08 
 GRB230124638   11.520 2.8157e-06    2.8443e-08    1.5354e-06          1.5438e-08 
 GRB140402007    0.320 2.8428e-07    2.9008e-08    1.5253e-07          1.5439e-08 
 GRB210502295    4.992 1.1873e-06    2.7649e-08    5.9764e-07          1.5440e-08 
 GRB221022955   31.744 7.6214e-05    2.8360e-08    3.9876e-05          1.5453e-08 
 GRB170923566   27.648 7.7694e-07    2.9521e-08    4.0484e-07          1.5464e-08 
 GRB150718656   19.456 1.1114e-06    2.8201e-08    6.9292e-07          1.5474e-08 
 GRB231020790    9.344 3.7536e-05    2.7578e-08    2.0404e-05          1.5484e-08 
 GRB120105584   22.528 1.4675e-06    3.5385e-08    7.7018e-07          1.5490e-08 
 GRB150228981   36.609 1.1531e-05    2.7950e-08    6.6694e-06          1.5511e-08 
 GRB120612680   63.232 2.0615e-06    2.7170e-08    1.1026e-06          1.5514e-08 
 GRB181126413    2.112 6.2075e-07    2.8261e-08    3.6236e-07          1.5516e-08 
 GRB130112353    2.048 1.2393e-06    2.9823e-08    5.4899e-07          1.5523e-08 
 GRB220826497   16.640 2.1101e-06    2.6899e-08    1.2644e-06          1.5529e-08 
 GRB190323548    1.280 3.9163e-07    2.9748e-08    2.4042e-07          1.5539e-08 
 GRB150822178   13.312 2.5751e-06    2.8258e-08    1.4650e-06          1.5541e-08 
 GRB160131116   34.816 1.7721e-06    5.1743e-08    9.4145e-07          1.5544e-08 
 GRB230911132   35.840 4.4447e-06    2.8252e-08    2.4404e-06          1.5546e-08 
 GRB201227635    0.112 3.4290e-06    3.0471e-08    8.7800e-07          1.5551e-08 
 GRB220730659    0.160 9.3652e-07    2.8777e-08    4.0691e-07          1.5552e-08 
 GRB200308941   43.008 1.2521e-06    2.8799e-08    6.6986e-07          1.5571e-08 
 GRB220823145    1.088 2.1966e-07    2.5368e-08    1.3407e-07          1.5592e-08 
 GRB090405663    0.448 2.5351e-07    3.1039e-08    1.4310e-07          1.5597e-08 
 GRB101127102   60.672 3.0852e-06    2.8334e-08    1.7116e-06          1.5609e-08 
 GRB090510325    7.424 5.6035e-07    2.7527e-08    3.1681e-07          1.5614e-08 
 GRB221029045   27.648 2.5570e-05    2.8380e-08    1.3783e-05          1.5619e-08 
 GRB231025283    5.888 3.5159e-07    2.8368e-08    1.9986e-07          1.5637e-08 
 GRB100221368   23.552 1.8334e-06    3.1273e-08    1.0493e-06          1.5641e-08 
 GRB211229930   24.256 6.7829e-06    2.9056e-08    3.4325e-06          1.5648e-08 
 GRB151009949   18.944 1.4330e-06    3.0712e-08    6.9649e-07          1.5649e-08 
 GRB220325879   15.872 1.1044e-06    2.9706e-08    6.0780e-07          1.5655e-08 
 GRB210324809    4.864 5.6276e-07    3.3384e-08    3.1914e-07          1.5663e-08 
 GRB210821320    7.168 4.3950e-06    2.8385e-08    2.5564e-06          1.5663e-08 
 GRB211104765   39.681 2.5535e-06    2.7227e-08    1.3717e-06          1.5672e-08 
 GRB230717117   13.824 4.8020e-07    2.8697e-08    2.6970e-07          1.5682e-08 
 GRB101031625    0.384 2.2171e-07    2.9126e-08    1.5108e-07          1.5687e-08 
 GRB230709735    0.192 5.8382e-06    3.1860e-08    1.2439e-06          1.5687e-08 
 GRB141105358   19.200 1.8375e-06    3.0209e-08    1.0231e-06          1.5688e-08 
 GRB180709099   11.008 3.8771e-06    2.7546e-08    2.1914e-06          1.5696e-08 
 GRB210915630   33.536 8.4818e-07    2.8975e-08    4.5623e-07          1.5707e-08 
 GRB130723092    8.192 8.7076e-07    3.0543e-08    4.2362e-07          1.5719e-08 
 GRB210618072    3.584 3.4839e-07    2.9270e-08    1.9213e-07          1.5720e-08 
 GRB090703329    8.960 8.4599e-07    2.8805e-08    4.5056e-07          1.5725e-08 
 GRB230803061   87.554 6.8251e-05    2.6963e-08    3.5012e-05          1.5738e-08 
 GRB130924910    1.792 3.4693e-07    3.9515e-08    2.0807e-07          1.5740e-08 
 GRB201031744   34.048 2.2277e-06    2.8242e-08    1.2788e-06          1.5743e-08 
 GRB210413991    2.048 4.1843e-07    2.8348e-08    2.1507e-07          1.5743e-08 
 GRB150614073    5.120 2.3793e-06    2.8594e-08    1.5662e-06          1.5752e-08 
 GRB090427688   12.288 1.6151e-06    3.1825e-08    9.3614e-07          1.5761e-08 
 GRB230128950  119.042 1.1762e-05    3.0073e-08    6.3562e-06          1.5764e-08 
 GRB161004964   12.800 1.7325e-05    2.8736e-08    1.0853e-05          1.5767e-08 
 GRB231219717    7.936 5.9133e-07    2.8929e-08    2.9866e-07          1.5792e-08 
 GRB130325203    6.912 7.4368e-06    2.9360e-08    4.1832e-06          1.5793e-08 
 GRB150604284   52.736 1.4645e-06    3.1818e-08    7.8841e-07          1.5799e-08 
 GRB120913846   33.792 1.5647e-06    2.5601e-08    7.8677e-07          1.5802e-08 
 GRB200323782    2.112 2.8845e-06    2.9158e-08    1.5965e-06          1.5805e-08 
 GRB130906222   11.264 6.2735e-07    3.0050e-08    3.4766e-07          1.5806e-08 
 GRB230527290  105.474 1.4080e-05    2.8748e-08    7.2936e-06          1.5815e-08 
 GRB240704855   55.040 1.6868e-06    2.9999e-08    9.6491e-07          1.5821e-08 
 GRB170903534   25.600 3.4577e-06    2.8792e-08    1.8451e-06          1.5823e-08 
 GRB220411306   22.272 5.8651e-06    2.8994e-08    3.2587e-06          1.5827e-08 
 GRB230312812   11.264 1.1908e-06    2.5545e-08    6.1978e-07          1.5828e-08 
 GRB230428381    4.352 3.4407e-07    3.2779e-08    1.7023e-07          1.5841e-08 
